Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg
simbiosis,1,-13.23999999999998,0.0,0.5,1.0,0.8,5.5,0.0,0.33285714285714285,0.0
simbiosis,2,-14.529392801818076,0.0,0.5,0.9866666666666667,0.8666666666666667,5.499767866363652,0.0,0.35799305555555555,0.0
simbiosis,3,-14.755142414544714,0.0,0.5,0.8933333333333336,0.9,5.49814293090921,0.0,0.36671944444444443,0.0
simbiosis,4,-14.679999999999986,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3508333333333334,0.0
simbiosis,5,-14.538785603636164,0.0,0.5,0.9733333333333333,0.8666666666666667,5.499535732727304,0.0,0.3743006944444444,0.0
simbiosis,6,-14.519999999999982,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3558333333333333,0.0
simbiosis,7,-14.839999999999982,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.3475,0.0
simbiosis,8,-14.839999999999982,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.365,0.0
simbiosis,9,-14.679999999999986,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.3525,0.0
simbiosis,10,-14.519999999999982,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3600000000000001,0.0
simbiosis,11,-13.399999999999984,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.32670634920634917,0.0
simbiosis,12,-14.519999999999982,0.0,0.5,1.0,0.9,5.5,0.0,0.35527777777777775,0.0
simbiosis,13,-14.839999999999982,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.35583333333333333,0.0
simbiosis,14,-13.559999999999981,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.32470238095238096,0.0
simbiosis,15,-14.679999999999986,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.35055555555555556,0.0
simbiosis,16,-13.559999999999981,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.32103174603174606,0.0
simbiosis,17,-14.999999999999982,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.3466666666666667,0.0
simbiosis,18,-13.399999999999977,0.0,0.5,1.0,0.9,5.5,0.0,0.32668650793650794,0.0
simbiosis,19,-14.679999999999986,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.34916666666666674,0.0
simbiosis,20,-13.559999999999981,0.0,0.5,1.0,0.8,5.5,0.0,0.3284722222222222,0.0
simbiosis,21,-13.729392801818072,0.0,0.5,0.9866666666666667,0.9666666666666667,5.499767866363652,0.0,0.3351362103174603,0.0
simbiosis,22,-14.519999999999982,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.3819444444444445,0.0
simbiosis,23,-14.689392801818073,0.0,0.5,0.9866666666666667,0.8333333333333334,5.499767866363651,0.0,0.3522097222222222,0.0
simbiosis,24,-14.999999999999982,0.0,0.5,1.0,1.0,5.5,0.0,0.3466666666666667,0.0
simbiosis,25,-13.559999999999981,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.323313492063492,0.0
simbiosis,26,-14.39757120727235,0.0,0.5,0.9466666666666668,0.7666666666666667,5.499071465454605,0.0,0.38370138888888883,0.0
simbiosis,27,-13.719999999999978,0.0,0.5,1.0,0.9,5.5,0.0,0.32648809523809524,0.0
simbiosis,28,-13.399999999999984,0.0,0.5,1.0,0.9,5.5,0.0,0.3232738095238095,0.0
simbiosis,29,-14.679999999999986,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3566666666666667,0.0
simbiosis,30,-14.708178405454255,0.0,0.5,0.9600000000000002,0.8666666666666667,5.499303599090953,0.0,0.35657291666666674,0.0
simbiosis,31,-14.839999999999982,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.34750000000000003,0.0
simbiosis,32,-14.519999999999982,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3566666666666667,0.0
simbiosis,33,-14.839999999999982,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3475,0.0
simbiosis,34,-14.839999999999982,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3475,0.0
simbiosis,35,-14.199999999999982,0.0,0.5,1.0,0.7333333333333333,5.5,0.0,0.38944444444444454,0.0
simbiosis,36,-13.559999999999981,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3306746031746032,0.0
simbiosis,37,-13.399999999999977,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.32023809523809527,0.0
simbiosis,38,-14.689392801818073,0.0,0.5,0.9866666666666667,0.8666666666666667,5.499767866363652,0.0,0.3562388888888889,0.0
simbiosis,39,-13.23999999999998,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.3260912698412698,0.0
simbiosis,40,-14.679999999999986,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.3516666666666666,0.0
simbiosis,41,-14.472713621817078,0.0,0.5,0.8400000000000001,0.8,5.497214396363819,0.0,0.39328472222222227,0.0
simbiosis,42,-14.42574961272662,0.0,0.5,0.9066666666666667,0.7333333333333333,5.49837506454556,0.0,0.3961256944444444,0.0
simbiosis,43,-14.209392801818069,0.0,0.5,0.9866666666666667,0.8,5.499767866363652,0.0,0.37265902777777776,0.0
simbiosis,44,-13.409392801818072,0.0,0.5,0.9866666666666667,0.7333333333333333,5.499767866363652,0.0,0.34029494047619047,0.0
simbiosis,45,-14.839999999999982,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.34750000000000003,0.0
simbiosis,46,-14.529392801818076,0.0,0.5,0.9866666666666667,0.8666666666666667,5.499767866363652,0.0,0.37991874999999997,0.0
simbiosis,47,-13.249392801818068,0.0,0.5,0.9866666666666667,0.7666666666666667,5.499767866363652,0.0,0.34045367063492055,0.0
simbiosis,48,-14.679999999999986,0.0,0.5,1.0,0.8333333333333334,5.5,0.0,0.35500000000000004,0.0
simbiosis,49,-13.399999999999977,0.0,0.5,1.0,0.9,5.5,0.0,0.33150793650793653,0.0
simbiosis,50,-14.839999999999982,0.0,0.5,1.0,0.9333333333333333,5.5,0.0,0.3591666666666667,0.0
