episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,24.400000000000002,30,2,102.0,False,False,0.1720768383829392,PGF,harsh,3.33,0.1,42
2,17.6,30,0,100.0,False,False,0.14805219153934096,PGF,harsh,3.33,0.1,42
3,24.200000000000003,30,2,102.0,False,False,0.12738176517877567,PGF,harsh,3.33,0.1,42
4,20.8,30,1,101.0,False,False,0.10959725709800847,PGF,harsh,3.33,0.1,42
5,18.000000000000004,30,0,100.0,False,False,0.09429574748433718,PGF,harsh,3.33,0.1,42
6,17.6,30,0,100.0,False,False,0.08113057050030371,PGF,harsh,3.33,0.1,42
7,20.8,30,1,101.0,False,False,0.06980346033948207,PGF,harsh,3.33,0.1,42
8,20.6,30,1,101.0,False,False,0.06005779381703479,PGF,harsh,3.33,0.1,42
9,17.6,30,0,100.0,False,False,0.05167277640144891,PGF,harsh,3.33,0.1,42
10,17.6,30,0,100.0,False,False,0.04445843996814939,PGF,harsh,3.33,0.1,42
11,17.800000000000004,30,0,100.0,False,False,0.03825133894578426,PGF,harsh,3.33,0.1,42
12,17.800000000000004,30,0,100.0,False,False,0.032910847348523745,PGF,harsh,3.33,0.1,42
13,17.6,30,0,100.0,False,False,0.028315972801187538,PGF,harsh,3.33,0.1,42
14,17.6,30,0,100.0,False,False,0.02436261537682825,PGF,harsh,3.33,0.1,42
15,17.6,30,0,100.0,False,False,0.020961209143920925,PGF,harsh,3.33,0.1,42
16,17.800000000000004,30,0,100.0,False,False,0.018034692990847347,PGF,harsh,3.33,0.1,42
17,17.6,30,0,100.0,False,False,0.015516764755359819,PGF,harsh,3.33,0.1,42
18,17.6,30,0,100.0,False,False,0.01335037910517069,PGF,harsh,3.33,0.1,42
19,17.6,30,0,100.0,False,False,0.011486455138157128,PGF,harsh,3.33,0.1,42
20,23.6,30,2,102.0,False,False,0.01,PGF,harsh,3.33,0.1,42
21,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
22,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
23,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
24,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
25,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
26,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
27,20.6,30,1,101.0,False,False,0.01,PGF,harsh,3.33,0.1,42
28,17.800000000000004,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
29,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
30,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
31,20.6,30,1,101.0,False,False,0.01,PGF,harsh,3.33,0.1,42
32,23.6,30,2,102.0,False,False,0.01,PGF,harsh,3.33,0.1,42
33,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
34,23.6,30,2,102.0,False,False,0.01,PGF,harsh,3.33,0.1,42
35,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
36,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
37,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
38,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
39,24.0,30,2,102.0,False,False,0.01,PGF,harsh,3.33,0.1,42
40,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
41,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
42,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
43,20.8,30,1,101.0,False,False,0.01,PGF,harsh,3.33,0.1,42
44,17.6,30,0,100.0,False,False,0.01,PGF,harsh,3.33,0.1,42
